Chinese name,code name,OverrideNameTextID,NamePrefixID,OverridePartnerSkillTextID,IsPal,Tribe,BPClass,Pictorial ID,ZukanIndexSuffix,Size,rarity,Element 1,Element 2,GenusCategory,Organization,weapon,WeaponEquip,HP,melee attack,Remote attack,defense,support,CraftSpeed,(being) damage multiplier,Capture probability,Experience multiplier,price,AIRResponse,AISightResponse,slow walking speed,walking speed,running speed,Riding sprint speed,Handling speed,IsBoss,IsTowerBoss,BattleBGM,IgnoreLeanBack,IgnoreBlowAway,MaxFullStomach,FullStomachDecreaseRate,FoodAmount,ViewingDistance,ViewingAngle,HearingRate,NooseTrap,Nocturnal,BiologicalGrade,Predator,Edible,endurance,Male probability,fecundity,Breathing fire,watering,planting,generate electricity,manual,collection,logging,Mining,OilExtraction (not shown in game),pharmaceutical,cool down,carry,pasture,Passive skill 1,Passive skill 2,Passive skill 3,Passive skill 4
清雀,BOSS_Suzaku_Water,PAL_NAME_Suzaku_Water,BOSS_NAME_Suzaku_Water,PARTNERSKILL_Suzaku_Water,TRUE,EPalTribeID::Suzaku_Water,BOSS_Suzaku_Water,-1,,XL,9,Water,None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,125,100,105,105,100,100,20%,70%,10,10110,Boss,None,100,200,850,1200,450,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,FALSE,TRUE,350,50,30,0,3,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
棉花糖,BOSS_SweetsSheep,PAL_NAME_SweetsSheep,BOSS_NAME_SweetsSheep,PARTNERSKILL_SweetsSheep,TRUE,EPalTribeID::SweetsSheep,BOSS_SweetsSheep,-1,,XL,3,Normal,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,70,90,100,100,20%,70%,10,1450,NotInterested,None,50,100,300,400,200,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1190,0,0,0,0,0,0,0,0,0,0,0,0,1,None,None,None,None
does not appear in the game,BOSS_TentacleTurtle,PAL_NAME_TentacleTurtle,BOSS_NAME_TentacleTurtle,PARTNERSKILL_TentacleTurtle,TRUE,EPalTribeID::TentacleTurtle,BOSS_TentacleTurtle,-1,,XL,0,Water,None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,20%,70%,10,2300,Boss,None,-1,-1,-1,-1,-1,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,1,0,0,0,2,0,None,None,None,None
迅雷鸟,BOSS_ThunderBird,PAL_NAME_ThunderBird,BOSS_NAME_ThunderBird,PARTNERSKILL_ThunderBird,TRUE,EPalTribeID::ThunderBird,BOSS_ThunderBird,-1,,XL,6,Electricity,None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,105,100,115,80,100,100,20%,70%,10,7490,Boss,None,100,200,750,1300,375,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,160,50,220,0,0,0,2,0,1,0,0,0,0,0,3,0,None,None,None,None
霹雳犬,BOSS_ThunderDog,PAL_NAME_ThunderDog,BOSS_NAME_ThunderDog,PARTNERSKILL_ThunderDog,TRUE,EPalTribeID::ThunderDog,BOSS_ThunderDog,-1,,XL,5,Electricity,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,100,80,100,100,20%,70%,10,3880,Boss,None,110,210,700,1200,455,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,740,0,0,0,2,0,0,0,0,0,0,0,0,0,None,None,None,None
波鲁杰克斯,BOSS_ThunderDragonMan,PAL_NAME_ThunderDragonMan,BOSS_NAME_ThunderDragonMan,PARTNERSKILL_ThunderDragonMan,TRUE,EPalTribeID::ThunderDragonMan,BOSS_ThunderDragonMan,-1,,XL,9,Dragon,Electricity,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,130,100,100,100,20%,70%,10,8320,Boss,None,100,185,900,1200,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,140,0,0,0,4,2,0,0,0,0,0,0,3,0,ElementBoost_Thunder_2_PAL,None,None,None
覆海龙,BOSS_Umihebi,PAL_NAME_Umihebi,BOSS_NAME_Umihebi,PARTNERSKILL_Umihebi,TRUE,EPalTribeID::Umihebi,BOSS_Umihebi,-1,,XL,8,Dragon,Water,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,FALSE,130,150,120,100,100,100,20%,70%,10,9320,Boss,None,100,175,525,800,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,310,0,4,0,0,0,0,0,0,0,0,0,0,0,ElementBoost_Aqua_2_PAL,None,None,None
腾炎龙,BOSS_Umihebi_Fire,PAL_NAME_Umihebi_Fire,BOSS_NAME_Umihebi_Fire,PARTNERSKILL_Umihebi_Fire,TRUE,EPalTribeID::Umihebi_Fire,BOSS_Umihebi_Fire,-1,,XL,9,Dragon,Fire,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,FALSE,130,150,130,100,100,100,20%,70%,10,9320,Boss,None,100,175,525,800,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,315,4,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
薇莉塔,BOSS_VioletFairy,PAL_NAME_VioletFairy,BOSS_NAME_VioletFairy,PARTNERSKILL_VioletFairy,TRUE,EPalTribeID::VioletFairy,BOSS_VioletFairy,-1,,XL,8,Leaf,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,120,100,100,20%,70%,10,1960,NotInterested,None,100,150,400,550,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1050,0,0,2,0,2,2,0,0,0,3,0,1,0,None,None,None,None
熔岩兽,BOSS_VolcanicMonster,PAL_NAME_VolcanicMonster,BOSS_NAME_VolcanicMonster,PARTNERSKILL_VolcanicMonster,TRUE,EPalTribeID::VolcanicMonster,BOSS_VolcanicMonster,-1,,XL,0,Fire,Earth,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,100,105,120,100,100,20%,70%,10,6940,Boss,None,50,80,390,650,235,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,320,3,0,0,0,0,0,0,3,0,0,0,0,0,None,None,None,None
寒霜兽,BOSS_VolcanicMonster_Ice,PAL_NAME_VolcanicMonster_Ice,BOSS_NAME_VolcanicMonster_Ice,PARTNERSKILL_VolcanicMonster_Ice,TRUE,EPalTribeID::VolcanicMonster_Ice,BOSS_VolcanicMonster_Ice,-1,,XL,7,Ice,Earth,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,100,105,130,100,100,20%,70%,10,7380,Boss,None,50,80,390,650,235,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,230,0,0,0,0,0,0,0,3,0,0,3,0,0,None,None,None,None
does not appear in the game,BOSS_WaterLizard,PAL_NAME_WaterLizard,BOSS_NAME_WaterLizard,PARTNERSKILL_WaterLizard,TRUE,EPalTribeID::WaterLizard,BOSS_WaterLizard,-1,,XL,0,Fire,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,120,90,90,80,100,20%,70%,10,4040,Boss,None,-1,-1,-1,-1,-1,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
疾旋鼬,BOSS_WeaselDragon,PAL_NAME_WeaselDragon,BOSS_NAME_WeaselDragon,PARTNERSKILL_WeaselDragon,TRUE,EPalTribeID::WeaselDragon,BOSS_WeaselDragon,-1,,XL,4,Ice,Dragon,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,80,80,100,100,40%,70%,10,3310,NotInterested,None,100,180,600,900,390,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,800,0,0,0,0,0,1,0,0,0,0,1,0,0,None,None,None,None
月镰魔,BOSS_Werewolf,PAL_NAME_Werewolf,BOSS_NAME_Werewolf,PARTNERSKILL_Werewolf,TRUE,EPalTribeID::Werewolf,BOSS_Werewolf,-1,,XL,3,Dark,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,130,100,80,100,100,20%,70%,10,2400,Boss,None,100,150,600,800,375,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,950,0,0,0,0,2,0,0,0,0,0,0,0,0,None,None,None,None
绸笠蛾,BOSS_WhiteMoth,PAL_NAME_WhiteMoth,BOSS_NAME_WhiteMoth,PARTNERSKILL_WhiteMoth,TRUE,EPalTribeID::WhiteMoth,BOSS_WhiteMoth,-1,,XL,7,Ice,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,90,90,100,90,100,20%,70%,10,5900,Boss,None,50,100,400,550,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,450,0,0,0,0,0,0,0,0,0,2,2,0,1,None,None,None,None
冰棘兽,BOSS_WhiteTiger,PAL_NAME_WhiteTiger,BOSS_NAME_WhiteTiger,PARTNERSKILL_WhiteTiger,TRUE,EPalTribeID::WhiteTiger,BOSS_WhiteTiger,-1,,XL,7,Ice,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,140,100,110,100,100,20%,70%,10,8440,Boss,None,100,280,720,900,460,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,130,0,0,0,0,1,0,2,0,0,0,3,0,0,None,None,None,None
吊缚灵,BOSS_WindChimes,PAL_NAME_WindChimes,BOSS_NAME_WindChimes,PARTNERSKILL_WindChimes,TRUE,EPalTribeID::WindChimes,BOSS_WindChimes,-1,,XL,1,Earth,None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,70,70,70,100,100,20%,70%,10,1020,NotInterested,None,50,100,400,550,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1420,0,0,0,0,1,1,0,0,0,0,0,2,0,None,None,None,None
冰缚灵,BOSS_WindChimes_Ice,PAL_NAME_WindChimes_Ice,BOSS_NAME_WindChimes_Ice,PARTNERSKILL_WindChimes_Ice,TRUE,EPalTribeID::WindChimes_Ice,BOSS_WindChimes_Ice,-1,,XL,2,Ice,None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,70,80,70,100,100,20%,70%,10,1020,NotInterested,None,50,100,400,550,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1422,0,0,0,0,1,1,0,0,0,0,1,2,0,None,None,None,None
does not appear in the game,BOSS_WingGolem,PAL_NAME_WingGolem,BOSS_NAME_WingGolem,PARTNERSKILL_WingGolem,TRUE,EPalTribeID::WingGolem,BOSS_WingGolem,-1,,XL,0,Earth,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,20%,70%,10,10380,Boss,None,-1,-1,-1,-1,-1,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,0,0,0,0,0,1,1,0,3,0,0,0,4,0,None,None,None,None
啼卡尔,BOSS_WizardOwl,PAL_NAME_WizardOwl,BOSS_NAME_WizardOwl,PARTNERSKILL_WizardOwl,TRUE,EPalTribeID::WizardOwl,BOSS_WizardOwl,-1,,M,1,Dark,None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,70,80,100,100,40%,70%,10,1050,NotInterested,None,26,70,380,550,225,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,1390,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None
米露菲,BOSS_WoolFox,PAL_NAME_WoolFox,BOSS_NAME_WoolFox,PARTNERSKILL_WoolFox,TRUE,EPalTribeID::WoolFox,BOSS_WoolFox,-1,,M,1,Normal,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,100,70,75,100,100,40%,91%,10,1420,NotInterested,None,20,40,300,450,170,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1455,0,0,0,0,0,1,0,0,0,0,0,0,1,None,None,None,None
白绒雪怪,BOSS_Yeti,PAL_NAME_Yeti,BOSS_NAME_Yeti,PARTNERSKILL_Yeti,TRUE,EPalTribeID::Yeti,BOSS_Yeti,-1,,XL,7,Ice,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,140,100,80,100,100,100,20%,70%,10,5900,Boss,None,70,100,365,650,150,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,460,0,0,0,0,2,0,3,0,0,0,2,4,0,None,None,None,None
绿苔绒怪,BOSS_Yeti_Grass,PAL_NAME_Yeti_Grass,BOSS_NAME_Yeti_Grass,PARTNERSKILL_Yeti_Grass,TRUE,EPalTribeID::Yeti_Grass,BOSS_Yeti_Grass,-1,,XL,8,Leaf,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,140,100,80,110,100,100,20%,70%,10,5700,Boss,None,70,100,365,650,150,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,480,0,0,1,0,2,0,3,0,0,0,0,4,0,None,None,None,None
does not appear in the game,BrownRabbit,None,None,None,TRUE,EPalTribeID::BrownRabbit,BrownRabbit,-1,,S,0,Earth,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,2350,Escape_to_Battle,None,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,2,2,0,1,1,0,0,1,0,None,None,None,None
does not appear in the game,ElecLion,None,None,None,TRUE,EPalTribeID::ElecLion,ElecLion,-1,,M,0,Electricity,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,110,70,100,100,100%,100%,1,4200,Warlike,None,85,85,800,1000,442,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
does not appear in the game,FeatherOstrich,None,None,None,TRUE,EPalTribeID::FeatherOstrich,FeatherOstrich,-1,,M,0,Earth,None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,4610,Warlike,None,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,2,0,0,0,0,0,0,0,None,None,None,None
does not appear in the game,GoldenHorse,None,None,None,TRUE,EPalTribeID::GoldenHorse,GoldenHorse,-1,,L,0,Earth,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,7960,Warlike,None,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,2,0,0,3,0,0,0,0,None,None,None,None
does not appear in the game,PinkKangaroo,None,None,None,TRUE,EPalTribeID::PinkKangaroo,PinkKangaroo,-1,,M,0,Normal,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,3660,Escape_to_Battle,None,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
does not appear in the game,ScorpionMan,None,None,None,TRUE,EPalTribeID::ScorpionMan,ScorpionMan,-1,,L,0,Dark,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,8080,Warlike,None,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,300,1,4,25,90,1,FALSE,TRUE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,1,3,0,2,1,0,0,0,None,None,None,None
does not appear in the game,SifuDog,None,None,None,TRUE,EPalTribeID::SifuDog,SifuDog,-1,,M,0,Normal,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,4440,NotInterested,None,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,3,2,2,0,0,1,0,2,0,None,None,None,None
does not appear in the game,TentacleTurtle,None,None,None,TRUE,EPalTribeID::TentacleTurtle,TentacleTurtle,-1,,S,0,Water,None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,2300,Warlike,None,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,1,0,0,0,2,0,None,None,None,None
does not appear in the game,WingGolem,None,None,None,TRUE,EPalTribeID::WingGolem,WingGolem,-1,,XL,0,Earth,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,10380,Warlike,None,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,1,1,0,3,0,0,0,4,0,None,None,None,None
does not appear in the game,BeardedDragon,None,None,None,TRUE,EPalTribeID::BeardedDragon,BeardedDragon,-1,,XL,0,Dragon,None,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,9970,Escape,None,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,600,1,9,25,90,1,FALSE,FALSE,0,TRUE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
does not appear in the game,WaterLizard,None,None,None,TRUE,EPalTribeID::WaterLizard,WaterLizard,-1,,M,0,Fire,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,120,90,90,80,100,100%,100%,1,4040,Warlike,None,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
does not appear in the game,GuardianDog,None,None,None,TRUE,EPalTribeID::GuardianDog,GuardianDog,-1,,S,0,Normal,None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,80,80,90,110,100,100%,100%,1,1510,Warlike,None,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
does not appear in the game,GrassDragon,None,None,None,TRUE,EPalTribeID::GrassDragon,GrassDragon,-1,,L,0,Leaf,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,130,80,120,90,80,100,100%,100%,1,6510,Warlike,None,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,None,None,None,None
does not appear in the game,BlackFurDragon,None,None,None,TRUE,EPalTribeID::BlackFurDragon,BlackFurDragon,-1,,L,10,Dark,Dragon,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,130,100,130,110,100,100,100%,100%,1,8440,Warlike,None,55,110,560,800,335,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,525,1,8,25,90,1,FALSE,TRUE,99,TRUE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,None,None,None,None
does not appear in the game,DarkMutant,None,None,None,TRUE,EPalTribeID::DarkMutant,DarkMutant,-1,,M,5,Dark,None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,3960,Warlike,None,100,150,550,700,350,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,525,1,8,25,90,1,FALSE,TRUE,99,FALSE,TRUE,100,50,0,0,0,0,0,3,0,0,0,0,3,0,2,0,None,None,None,None
